FabricType,StitchCount,ThreadTension,SeamStrength,ColorConsistency,MeasurementAccuracy,ButtonAttachmentStrength,LabelPositionAccuracy,PrintAlignment,BrokenStitches,OilStains,LooseThreads,IroningQuality,PackingQuality,Shift,GarmentType,Humidity,Temperature,ProductionTimePerPiece(min),DefectCountInBatch,IsDefective
Cotton,48.90528434,4.216531973,37.03983666,1,99.33839078,35.96,1,Aligned,11.28025105,1,2,1,Wet,Evening,Jeans,38.4494819,29.46975456,5.36,3,1
Denim,40.85447111,3.906781792,33.46707463,1,99.77946359,36.06,0,Aligned,13.58212508,0,8,0,Wet,Night,Shirt,48.58824169,31.80706329,4.01,1,0
Denim,46.78661039,3.760323029,36.02317325,1,99.55892719,31.88,0,Slightly Off,17.88819093,0,2,1,Damaged,Night,Trousers,48.84260638,29.40436843,4.09,2,0
Cotton,48.48253726,4.194323623,34.06694143,0,99.11785438,30.9,0,Slightly Off,7.50006005,1,3,1,Good,Evening,Blazer,61.87998853,27.63878482,5.22,4,1
Cotton,52.69557541,3.865689188,29.0929995,1,99.33839078,23.84,1,Misaligned,11.36280767,1,4,0,Damaged,Morning,Blazer,53.08275076,23.10371188,5.93,3,1
Polyester,37.00528026,3.455682578,27.79919116,1,99.55892719,30.97,0,Slightly Off,8.804127601,0,1,0,Good,Evening,Blazer,45.32623522,32.82383593,5.66,2,0
Denim,75.92301394,5.400686495,42.75372694,1,99.33839078,21.27,1,Aligned,11.56848178,1,2,0,Damaged,Evening,Shirt,44.21170118,30.19416078,4.78,3,1
Denim,49.34977462,3.756416408,29.64165994,1,99.77946359,28.35,0,Aligned,10.54648464,0,0,1,Damaged,Evening,Shirt,49.47221748,28.27257889,3.14,1,0
Linen,41.13281759,2.89119546,23.05815256,1,99.77946359,23.15,1,Misaligned,13.90769792,0,2,1,Good,Night,Blazer,38.51583143,27.63760737,4.64,1,1
Polyester,37.80322685,3.578950655,25.83630511,0,98.89731797,33.25,1,Aligned,12.32530807,0,6,0,Damaged,Night,Blazer,71.25875155,21.65850736,5.3,5,0
Denim,49.33863676,3.366361656,27.77754651,1,99.55892719,29.95,0,Aligned,13.6161375,1,4,1,Wet,Night,Trousers,54.95641569,28.26577031,5.71,2,0
Denim,46.89413647,4.413072808,31.07859266,1,99.55892719,21.22,1,Misaligned,10.70504335,0,1,0,Damaged,Evening,Jeans,45.86451916,25.4092996,5.99,2,1
Denim,48.88085748,4.16082633,31.13613081,1,99.55892719,20.06,0,Aligned,8.763301232,1,4,0,Damaged,Evening,Shirt,44.45535176,22.08029282,5.62,2,0
Polyester,56.91555995,4.199356401,33.23821492,1,98.89731797,22.63,0,Slightly Off,11.85598712,1,4,0,Damaged,Evening,Shirt,42.92682041,25.54736589,6.29,5,0
Cotton,48.31371057,3.814988767,23.7412502,1,99.33839078,24.45,0,Slightly Off,9.98686094,0,9,1,Damaged,Evening,Jeans,58.71178154,27.72299884,3.43,3,1
Denim,40.12808893,3.860324876,33.18957362,1,99.11785438,28.2,1,Slightly Off,14.72303985,1,1,1,Wet,Night,Blazer,38.46622905,28.12043476,6.35,4,0
Denim,51.45146369,3.814534448,24.35681206,1,99.11785438,39.1,0,Misaligned,12.54317179,1,6,0,Wet,Evening,Shirt,53.22009355,23.46500929,5.65,4,0
Cotton,49.21261316,3.959403408,33.68399034,0,98.89731797,36.84,0,Aligned,8.961964845,1,7,0,Good,Night,Blazer,60.73624787,22.91374544,6.18,5,1
Cotton,50.93099943,4.417666718,31.46290587,1,99.11785438,21.66,1,Misaligned,18.38529356,0,0,1,Damaged,Morning,Trousers,49.14041735,26.09149667,3.28,4,1
Denim,42.30640619,4.168037706,32.12954558,1,98.89731797,20.74,0,Slightly Off,16.6404802,0,4,1,Wet,Evening,Blazer,44.88128933,28.71222595,6.64,5,1
Denim,53.17442963,4.250056415,35.55784326,0,100,39.22,0,Misaligned,18.83030507,1,6,0,Damaged,Evening,Trousers,63.37698373,24.62119386,5.94,0,0
Denim,50.18021443,4.249779454,40.59265419,1,99.33839078,20.73,1,Slightly Off,10.47175516,1,5,0,Damaged,Night,Blazer,43.68065967,25.66670435,4.9,3,0
Cotton,54.08820137,4.442221219,35.88712568,1,99.55892719,21.44,0,Misaligned,8.60999934,1,9,1,Good,Morning,Trousers,52.2231158,27.56476709,3.72,2,1
Cotton,41.80289345,4.144075021,27.20472118,1,99.11785438,38.44,1,Misaligned,14.13134745,1,8,0,Damaged,Morning,Shirt,56.15220273,24.53856551,4.22,4,0
Linen,48.05980314,4.179424036,36.29647769,1,99.11785438,33.5,1,Slightly Off,14.96523626,0,2,0,Good,Night,Shirt,48.95870319,20.98011421,5.77,4,1
Denim,57.53436055,4.594403121,36.05946975,1,100,25.95,1,Slightly Off,11.40137549,0,9,1,Good,Evening,Trousers,43.01615207,27.93219265,4.94,0,1
Linen,53.39204755,3.667477041,29.54953629,1,99.77946359,28.49,1,Slightly Off,6.353825021,0,5,0,Good,Night,Jeans,49.4149031,21.75988298,5.56,1,0
Cotton,41.83913641,3.57212871,30.25061877,1,99.33839078,34.46,1,Misaligned,9.91242886,1,5,1,Good,Evening,Trousers,58.40325718,27.99047047,3.24,3,0
Linen,48.1009657,3.4070392,20.58017973,1,100,23.38,1,Aligned,14.45343554,0,3,1,Damaged,Morning,Jeans,47.71448974,26.33700828,6.68,0,1
Cotton,53.03422949,4.091457282,32.7512688,1,99.77946359,35.21,1,Aligned,9.836565495,0,1,1,Good,Evening,Jeans,59.5496228,26.31369296,6.43,1,0
Linen,38.04653138,3.073133879,23.35598937,1,99.11785438,38.77,0,Misaligned,9.758701511,1,1,0,Good,Night,Shirt,52.44771951,23.69126736,3.43,4,1
Denim,45.71121566,4.231077048,37.5141211,1,99.33839078,28.71,1,Aligned,10.76487898,1,10,1,Good,Night,Trousers,48.94941386,26.00403961,5.67,3,0
Cotton,42.49244872,3.945403453,33.74456891,1,99.11785438,25.84,1,Misaligned,2.369277951,0,7,0,Wet,Evening,Jeans,47.74580265,24.36407859,4.25,4,1
Polyester,57.89554255,4.56731985,31.65755303,1,99.33839078,27.92,0,Aligned,9.055443537,0,5,0,Good,Evening,Shirt,57.32065747,35,3.27,3,1
Denim,41.33601827,3.664041345,33.10020832,0,99.55892719,33.48,0,Misaligned,11.39384743,0,4,0,Good,Night,Trousers,66.2694668,24.58839249,3.61,2,1
Denim,43.70327669,3.898340857,32.53530212,1,99.77946359,24.42,1,Misaligned,13.13450908,0,3,0,Wet,Night,Blazer,56.21844841,30.11559769,5.01,1,0
Cotton,53.8301683,4.561101667,31.84708854,1,99.77946359,29.04,0,Misaligned,12.52066012,0,4,0,Wet,Night,Jeans,45.35243485,25.30438569,3.86,1,1
Cotton,55.47965973,4.691567823,37.6998019,0,99.77946359,20.24,0,Aligned,11.7499938,1,8,1,Wet,Morning,Trousers,65.93171742,27.72936022,4.97,1,0
Polyester,48.42292569,3.659923817,32.38386888,1,99.77946359,38.38,0,Misaligned,15.37189886,1,7,1,Good,Morning,Blazer,46.14765383,27.02283238,3.36,1,1
Cotton,46.5631989,4.090890616,29.08499331,0,99.77946359,25.95,0,Misaligned,11.31428128,1,5,1,Good,Morning,Trousers,72.28919939,26.50381845,3.8,1,0
Denim,53.77271405,4.147209489,37.31040792,1,99.11785438,34.78,1,Misaligned,7.338816859,0,9,1,Wet,Morning,Shirt,53.39144533,26.4097136,4.04,4,1
Denim,52.4404461,4.186826703,28.9567273,1,99.55892719,23.19,0,Aligned,11.75893013,0,8,1,Good,Night,Trousers,46.21582411,27.74248588,3.51,2,1
Linen,38.05456611,3.86871217,28.57601583,0,100,20.83,0,Misaligned,9.636073899,1,1,0,Damaged,Morning,Shirt,60.58753123,31.12928215,5.14,0,0
Cotton,57.1608387,4.640691699,34.29692109,1,99.77946359,27.89,0,Misaligned,6.647955439,1,3,0,Good,Morning,Shirt,51.88565544,23.6062903,3.31,1,0
Cotton,30,3.055148258,28.57198726,1,99.77946359,22.3,1,Slightly Off,15.62675292,1,6,0,Wet,Morning,Shirt,59.42853408,21.69528022,3.03,1,1
Cotton,40.99710228,3.789434883,28.84243065,1,99.11785438,37.52,1,Slightly Off,8.182481789,1,2,0,Damaged,Night,Trousers,55.92003039,24.50873023,4.08,4,0
Denim,53.00296863,4.223965366,30.30327192,1,99.77946359,21.49,0,Slightly Off,13.59269785,1,9,1,Good,Night,Blazer,41.20824426,27.38364295,4.26,1,1
Polyester,50.69013337,4.228612406,35.16453188,1,99.33839078,33.85,1,Slightly Off,7.666298996,1,7,1,Damaged,Morning,Shirt,54.2992629,26.11251825,4.63,3,0
Polyester,47.27709365,4.676379515,39.39457909,0,99.77946359,32.97,0,Aligned,9.775603833,1,6,0,Damaged,Morning,Blazer,60.01408422,31.62603355,6.91,1,1
Linen,49.59354352,4.599112697,38.79550986,1,99.55892719,34.17,0,Slightly Off,9.109706413,0,3,0,Damaged,Evening,Trousers,56.12513547,31.25931199,4.07,2,1
Denim,33.24218468,3.857229187,30.043816,0,99.77946359,36.38,0,Slightly Off,15.69622662,1,5,0,Damaged,Morning,Shirt,67.55840346,25.63602285,4.9,1,0
Cotton,49.08641118,4.649935622,37.96308788,1,99.77946359,37.64,0,Slightly Off,12.48313858,1,5,0,Good,Night,Trousers,58.11878085,31.63475577,4.81,1,1
Denim,46.61106628,3.642979128,27.19313377,1,99.33839078,32.9,1,Misaligned,10.24130689,1,9,1,Good,Evening,Trousers,52.58094209,28.26181144,6.55,3,1
Linen,50.7981596,4.465443691,40.74795456,1,100,36.93,1,Misaligned,10.59632717,0,3,0,Wet,Evening,Shirt,57.10254205,24.81356424,6.43,0,1
Denim,59.71286258,4.905261239,42.67470539,1,99.11785438,21.3,0,Aligned,14.1777151,1,6,1,Damaged,Morning,Blazer,50.07558429,26.64076002,5.54,4,1
Linen,55.35788655,4.607472053,40.10864691,1,99.55892719,31.58,1,Misaligned,15.26411471,1,9,1,Wet,Evening,Trousers,58.60494957,26.42061784,3.72,2,0
Linen,48.79753765,4.052885192,34.80542934,1,100,20.04,1,Misaligned,7.787801307,0,7,0,Damaged,Night,Shirt,58.59119313,24.79202559,4.25,0,1
Polyester,51.12498948,3.834110614,32.23208483,1,98.89731797,37.56,1,Aligned,16.28036899,1,0,0,Good,Night,Blazer,42.61238408,25.09815273,6.45,5,0
Cotton,37.81389901,3.235704352,22.15254736,0,99.33839078,35.36,0,Slightly Off,17.24753508,0,3,1,Wet,Morning,Shirt,62.72596659,28.35420183,3.76,3,0
Polyester,54.41657969,4.155269819,35.14206226,0,98.89731797,36.25,1,Aligned,12.22529995,1,8,0,Good,Night,Trousers,77.33469052,25.80037794,4.1,5,1
Polyester,30,3.442391386,27.88192678,0,99.11785438,32.15,1,Aligned,12.84293701,0,5,1,Damaged,Night,Shirt,60.45999017,26.15166882,6.02,4,0
Polyester,48.7983218,3.603432668,32.6175536,1,99.11785438,32.22,1,Aligned,11.14182771,1,8,1,Damaged,Evening,Trousers,34.69958167,26.37836855,4.85,4,1
Linen,34.40513474,3.4046271,29.65927434,1,99.55892719,21.66,0,Aligned,9.430534234,1,4,1,Damaged,Night,Blazer,50.73215152,26.49553491,5.08,2,1
Linen,39.87294739,3.769803834,31.80957208,1,99.33839078,21.01,1,Aligned,13.47722162,1,5,1,Damaged,Evening,Jeans,42.20592403,29.76205522,6.6,3,0
Cotton,44.30909607,3.986015293,26.83544795,1,99.77946359,37.3,0,Misaligned,11.51779929,1,4,0,Damaged,Night,Jeans,52.08202761,24.52065019,5.78,1,1
Linen,55.06096359,4.136807291,32.82745671,0,99.11785438,39.25,0,Misaligned,13.03114687,1,4,1,Damaged,Morning,Jeans,61.85945241,27.6911649,5.16,4,0
Polyester,39.95046094,3.699746682,27.92429668,1,99.33839078,38.46,0,Misaligned,13.9769388,0,3,0,Good,Night,Jeans,47.81720579,22.46080863,6.68,3,0
Denim,51.13625834,4.534641853,37.0342326,0,99.55892719,34.24,1,Misaligned,18.48442168,0,8,0,Damaged,Morning,Jeans,73.84703485,25.43488239,5.2,2,1
Cotton,41.94232986,3.895897371,29.92053415,1,99.55892719,32.25,0,Misaligned,15.79825628,0,7,0,Damaged,Morning,Blazer,30,23.07760004,6.09,2,0
Polyester,44.5506394,3.606138783,28.02127294,1,99.33839078,21.48,1,Slightly Off,14.42847238,1,9,0,Damaged,Night,Blazer,52.51893396,31.85390087,4.43,3,1
Cotton,53.07579528,4.113146134,34.28227078,1,99.77946359,38.31,1,Misaligned,5.362822682,1,3,1,Wet,Night,Shirt,58.79266212,27.40167311,6.07,1,1
Polyester,68.30293958,4.981776417,38.55779699,1,99.77946359,20.31,1,Slightly Off,11.21337542,0,3,0,Damaged,Morning,Trousers,42.80559047,25.72254047,5.43,1,1
Polyester,62.0100509,4.167580283,33.70541688,1,99.11785438,37.57,1,Aligned,16.41164208,0,10,0,Wet,Night,Jeans,44.12167869,21.78937775,4.84,4,1
Polyester,49.07377,3.818572186,25.99034182,0,99.77946359,29,1,Misaligned,11.08197446,0,0,0,Damaged,Morning,Shirt,62.56287877,22.98184525,4.78,1,0
Polyester,40.6635028,3.236269322,23.39295015,0,99.55892719,23.83,0,Misaligned,20.09950437,0,9,1,Good,Evening,Blazer,74.28398579,29.55488951,3.57,2,0
Cotton,40.59682741,3.89029384,33.09048142,0,99.11785438,26.43,0,Misaligned,13.85100551,1,4,1,Wet,Evening,Blazer,75.46032519,28.06400403,5.86,4,0
Polyester,58.95608452,4.117464063,29.24913615,1,99.11785438,27.8,1,Aligned,12.64873681,1,4,0,Wet,Morning,Blazer,51.53416334,22.67711178,5.31,4,0
Cotton,46.7515302,3.806209554,34.18685167,0,99.55892719,34.57,0,Misaligned,9.415271419,0,0,0,Damaged,Evening,Trousers,68.51332102,22.69100168,6.25,2,0
Polyester,36.56236796,3.167307681,28.26165951,1,99.33839078,34.13,0,Slightly Off,18.17648559,0,0,0,Good,Morning,Shirt,54.31220929,32.54400603,4.95,3,1
Linen,44.83426651,3.574717305,27.79304864,0,98.89731797,21.39,0,Slightly Off,10.35868634,0,10,0,Wet,Morning,Jeans,64.16698107,31.06580841,5.94,5,1
Linen,53.54547713,4.72726923,46.81435616,1,99.55892719,22.54,1,Misaligned,8.852340611,1,7,1,Wet,Evening,Trousers,52.89353937,27.88604606,3.03,2,0
Polyester,44.9156482,4.717000502,41.46531475,1,99.77946359,32.38,1,Slightly Off,4.922767982,0,9,1,Good,Evening,Blazer,43.6531549,27.34815859,6.69,1,1
Polyester,45.53917959,3.556680415,25.6056048,0,99.11785438,35.37,0,Slightly Off,15.5751007,0,3,1,Good,Morning,Blazer,71.01826821,26.49587607,6.34,4,1
Linen,58.74890998,4.336378394,36.92954931,0,99.77946359,35.38,0,Misaligned,13.09023869,1,6,0,Damaged,Evening,Blazer,73.62515537,23.22751099,5.78,1,0
Polyester,43.71317647,3.410713608,27.48329806,1,100,26.9,1,Slightly Off,13.20917917,0,9,1,Good,Night,Jeans,50.79209936,29.58111483,6.46,0,0
Denim,56.39050204,4.702158141,35.28712886,0,99.77946359,37.34,1,Slightly Off,12.8164185,0,10,1,Wet,Evening,Shirt,64.3662821,26.41352001,6.34,1,1
Linen,49.53777385,4.122617924,29.77121596,1,99.11785438,22.47,0,Aligned,13.69273428,0,3,1,Wet,Evening,Blazer,53.54992606,29.19090233,6.08,4,1
Denim,54.55924773,4.474820749,38.783246,0,100,39.82,0,Aligned,9.953808322,1,3,0,Damaged,Evening,Jeans,76.80909799,25.7873476,3.98,0,0
Cotton,38.41771102,3.142453326,23.34579022,1,99.77946359,31.36,1,Aligned,11.36058182,1,7,1,Damaged,Evening,Trousers,40.07090551,28.08903008,4.7,1,0
Denim,51.76231602,4.338818551,34.40491934,1,100,39.19,1,Aligned,6.176546103,1,2,0,Good,Night,Jeans,53.21712774,25.55923691,5.24,0,1
Linen,48.08067002,3.996162968,29.20622596,1,98.89731797,21.7,0,Slightly Off,11.47464504,1,4,1,Good,Night,Shirt,40.52743001,27.20854464,4.16,5,0
Linen,60.88663813,4.425964535,33.16324247,1,100,37.7,1,Slightly Off,7.223623025,0,5,1,Good,Night,Trousers,39.13313908,29.39229847,5.43,0,1
Polyester,55.85057286,4.457433899,35.27868359,1,99.11785438,35.24,0,Misaligned,11.5731365,0,2,0,Wet,Morning,Jeans,53.84107537,25.39426946,3.85,4,0
Denim,48.92044306,4.032892345,33.42768564,1,99.77946359,38.96,0,Aligned,11.4529632,0,5,0,Damaged,Night,Blazer,50.49570325,33.05877921,3.84,1,1
Denim,47.69115665,3.69958518,21.83160395,1,99.11785438,30.26,1,Aligned,11.39473726,0,3,0,Wet,Morning,Trousers,44.88689056,25.26609719,3.24,4,0
Cotton,55.97467203,4.389848091,35.16954413,0,99.33839078,26.54,0,Slightly Off,14.3598523,0,9,1,Wet,Morning,Shirt,63.37192538,27.4093431,6.72,3,0
Polyester,52.36906282,3.96992275,29.52101896,0,99.33839078,39.97,1,Aligned,9.101061893,0,1,0,Wet,Morning,Shirt,67.9874885,31.14624512,6.63,3,1
Cotton,38.97873322,3.563607523,32.71594815,0,99.77946359,37.41,0,Aligned,7.328837539,0,10,0,Damaged,Morning,Blazer,60.12868583,31.35084028,4.34,1,0
Denim,40.07644708,3.539923884,37.14764901,1,100,25.08,1,Misaligned,12.24397309,1,10,1,Wet,Night,Jeans,36.23238016,28.40200099,6.17,0,0
Polyester,35.06922623,3.261417792,25.01350523,1,99.33839078,35.48,1,Aligned,11.25733472,1,0,1,Wet,Evening,Shirt,58.39496497,27.80662121,4.24,3,1
Cotton,48.77186766,3.74485442,24.79214968,1,100,31.32,1,Aligned,12.87499864,0,9,1,Damaged,Night,Shirt,58.29726628,27.20701537,3.3,0,0
Polyester,58.20550715,4.551346023,36.76139909,1,99.33839078,38.17,0,Misaligned,8.156519802,1,7,0,Good,Night,Trousers,46.57754032,31.06907618,6,3,0
Linen,42.70076444,4.0889149,32.09503121,1,99.33839078,28.34,0,Misaligned,13.08375427,1,5,1,Damaged,Night,Shirt,58.45855832,29.87181324,5.81,3,0
Denim,46.77558283,3.735116147,35.79498112,1,99.11785438,29.31,1,Slightly Off,9.611125737,1,6,0,Wet,Evening,Blazer,49.93033745,30.26880172,6.57,4,1
Denim,59.69030497,4.402427969,40.21919178,1,99.11785438,27.93,0,Slightly Off,8.244037091,0,3,0,Damaged,Evening,Trousers,46.79662881,31.90341666,4.91,4,1
Linen,41.82847708,3.583761689,31.26621842,1,99.55892719,22.56,0,Misaligned,14.68178111,0,4,1,Damaged,Morning,Trousers,43.17281509,28.37391542,3.79,2,1
Polyester,50.14196802,4.047675137,30.62131885,0,99.33839078,36.67,1,Misaligned,11.76529373,1,2,0,Wet,Morning,Shirt,63.34341765,25.77909775,4.24,3,1
Cotton,50.57464628,3.910184814,33.31477821,0,99.77946359,21.68,1,Misaligned,8.61842845,1,6,1,Wet,Evening,Jeans,67.93429762,28.05383995,6.18,1,0
Denim,46.07199256,4.389565313,35.91154158,1,99.33839078,31.83,1,Misaligned,8.365422375,0,7,1,Good,Night,Trousers,53.58677541,27.16833814,3.07,3,1
Cotton,39.29657057,3.211385815,26.41505613,0,99.77946359,31.24,0,Misaligned,12.45878489,1,3,1,Good,Night,Shirt,64.8471863,26.43279288,3.77,1,0
Cotton,49.25939447,3.574901127,23.92451947,0,99.11785438,24.23,1,Misaligned,9.421312367,0,2,0,Damaged,Morning,Jeans,70.26475461,25.78709517,5.07,4,1
Polyester,35.20448196,3.18087717,28.63240338,1,99.33839078,27.61,1,Slightly Off,12.77444079,1,8,1,Damaged,Night,Blazer,56.31306823,28.6430878,3.56,3,1
Linen,50.60475038,3.870201639,31.2850381,1,99.55892719,36.51,0,Aligned,11.50136595,1,5,1,Good,Morning,Trousers,54.22590161,28.91274469,5.34,2,0
Cotton,55.40437306,4.605713752,36.54318597,1,99.11785438,35.8,0,Slightly Off,8.037377809,0,7,0,Damaged,Evening,Blazer,59.69629519,24.91196649,5.28,4,0
Denim,41.59479353,3.747276395,28.17774168,1,99.55892719,24.22,1,Aligned,14.45556221,1,7,1,Good,Evening,Shirt,46.62249262,27.94797093,4.14,2,0
Polyester,44.45335362,3.744658031,27.57641475,0,98.89731797,27.66,0,Slightly Off,9.44953659,0,4,0,Wet,Night,Shirt,60.46885116,31.86979131,3.79,5,0
Denim,50.59970692,4.435862212,36.43867344,1,99.77946359,33.06,0,Aligned,14.86528037,0,6,0,Damaged,Morning,Blazer,56.51095514,24.76044671,6.34,1,0
Linen,49.96972714,4.534274779,31.02670983,1,100,29.08,1,Aligned,10.27599794,0,7,0,Damaged,Morning,Blazer,41.93303819,31.10697226,4.77,0,1
Polyester,46.19684973,3.955714466,34.01421201,1,99.55892719,33.32,0,Misaligned,10.1095957,0,4,0,Good,Night,Trousers,42.05008582,24.37644286,3.03,2,1
Polyester,52.45042069,4.342357427,31.57654311,1,99.77946359,34.19,1,Slightly Off,12.93338148,0,0,1,Damaged,Night,Trousers,45.14697643,28.08395935,3.85,1,0
Polyester,40.70800084,3.46152273,21.51613978,0,99.55892719,38.42,0,Slightly Off,13.18029332,1,3,0,Damaged,Evening,Jeans,60.12646787,21.65697164,6.59,2,1
Linen,54.9409781,4.688987167,42.97758328,1,99.11785438,22.17,1,Aligned,12.90170376,0,10,1,Good,Morning,Shirt,51.62653937,28.91937881,4.53,4,0
Cotton,62.02221718,5.074353147,38.02056403,1,99.55892719,31.13,0,Aligned,3.848123008,0,1,1,Wet,Morning,Blazer,54.74967176,26.3375917,4.63,2,0
Cotton,53.78432462,4.260607896,31.91838568,0,100,38.81,1,Misaligned,13.02933849,0,4,0,Good,Night,Jeans,68.66319146,21.76556444,6.09,0,1
Linen,30,2.957834189,27.06628851,1,99.11785438,33.91,0,Aligned,12.52650049,1,4,0,Wet,Evening,Jeans,59.42815474,25.58642249,3.05,4,0
Denim,43.38863908,3.720884869,35.33037165,1,99.77946359,28.02,1,Aligned,12.67098311,0,5,0,Damaged,Morning,Jeans,48.57488791,32.29857686,3.99,1,0
Polyester,41.80924738,4.306412661,29.85229655,1,99.55892719,33.59,1,Slightly Off,11.12266463,0,6,1,Wet,Night,Shirt,45.12903504,28.70979076,6.72,2,0
Polyester,44.66018522,3.789258501,27.44556383,1,99.55892719,28.61,0,Misaligned,16.46133126,1,7,1,Good,Night,Jeans,58.05105753,27.33896466,4.82,2,0
Denim,56.38583656,4.636099277,34.44075775,1,100,25.25,0,Aligned,5.146312345,0,8,1,Good,Night,Jeans,45.28930917,28.59100775,5.29,0,0
Linen,54.37784365,4.294078632,37.15703405,0,99.77946359,32.13,0,Aligned,16.2541263,0,2,0,Damaged,Morning,Jeans,67.53027841,30.02955501,3.25,1,0
Denim,44.53167103,3.64676225,34.09149438,1,99.33839078,34.91,1,Aligned,14.82580779,1,7,0,Wet,Evening,Blazer,57.45773425,31.57095332,5.88,3,1
Linen,50.93446708,4.016132405,28.88830156,1,99.77946359,32.17,1,Slightly Off,12.42414456,0,4,1,Damaged,Morning,Jeans,56.29173159,26.12702115,6.02,1,1
Linen,42.96312558,3.55308339,32.66890313,1,99.11785438,35.85,1,Misaligned,8.593258415,0,4,1,Good,Morning,Shirt,45.45037402,28.77847681,4.3,4,0
Polyester,43.52689884,3.908707561,29.14255815,0,99.33839078,24.23,1,Aligned,7.166381458,0,4,1,Damaged,Evening,Shirt,61.19370843,28.42521195,5.8,3,1
Denim,39.09276472,3.72270338,30.78999575,0,99.11785438,32.49,0,Misaligned,10.87175313,1,2,1,Good,Morning,Trousers,66.28445198,27.31995747,5.04,4,1
Denim,53.73355726,4.5873809,32.8846861,1,98.89731797,25.79,0,Aligned,12.73054727,0,4,1,Wet,Evening,Jeans,53.63728989,26.44060592,4.11,5,0
Cotton,56.86469132,5.058006028,40.09825699,0,99.33839078,30.51,0,Slightly Off,9.865980096,0,3,0,Damaged,Evening,Jeans,64.28226293,31.81201519,6.27,3,1
Linen,38.81427443,3.284405833,25.94190852,1,99.33839078,35.24,1,Misaligned,15.16590873,1,8,1,Wet,Morning,Trousers,50.95164252,27.78910473,6.59,3,1
Polyester,34.00131727,3.038391857,23.36165994,1,98.89731797,38.65,0,Misaligned,9.533147124,1,9,0,Good,Morning,Shirt,54.3772,23.34780764,4.18,5,1
Linen,48.62437053,3.877413789,32.17422326,0,99.55892719,39.9,0,Misaligned,12.37837144,0,4,0,Good,Night,Jeans,75.86033118,20,6,2,0
Denim,39.13428093,3.240792151,22.90524461,1,99.55892719,38.46,0,Misaligned,16.80455982,0,4,1,Wet,Night,Jeans,51.28519814,29.86252732,3.73,2,1
Denim,50.5147413,4.023105802,29.53367652,0,99.11785438,38.89,1,Misaligned,16.30944871,1,9,0,Good,Evening,Trousers,60.39684984,25.70902477,3.69,4,1
Cotton,54.7055403,4.374468057,36.30936089,1,99.11785438,20.85,1,Misaligned,7.4891622,1,8,1,Wet,Night,Jeans,51.10904745,26.54341918,4.11,4,0
Linen,56.06648617,4.747070949,42.00267358,1,99.55892719,29.89,0,Aligned,9.450090983,1,1,1,Wet,Evening,Trousers,57.80439871,28.22353184,5.71,2,1
Polyester,48.61668563,4.100697279,32.73713715,0,99.33839078,21.92,1,Slightly Off,10.77621427,0,9,0,Damaged,Night,Jeans,61.96127886,34.38243741,3.19,3,1
Linen,49.34909109,3.903422388,32.73839142,1,99.77946359,39.35,0,Misaligned,10.31406096,1,8,0,Good,Morning,Blazer,45.99170937,31.06124608,3.1,1,0
Linen,48.35938515,3.010807542,26.36070036,1,99.77946359,32.93,0,Aligned,16.70169491,0,3,1,Wet,Morning,Jeans,47.94813382,26.31989695,6.06,1,0
Cotton,43.21145516,4.013092575,34.59625616,0,99.11785438,36.66,0,Aligned,20.58824098,0,9,1,Good,Evening,Trousers,60.67666818,29.19218202,5.5,4,1
Linen,48.636481,4.03564363,29.42457486,1,98.89731797,37.88,1,Slightly Off,8.587568971,1,8,0,Wet,Morning,Shirt,56.61628106,25.19307444,4.54,5,1
Linen,45.85519915,4.319478407,32.22479657,0,100,21.24,1,Slightly Off,12.63534741,0,8,1,Good,Night,Shirt,66.72474884,29.3215769,3.85,0,1
Cotton,43.64450964,3.645755949,27.09582381,1,99.11785438,29.22,1,Slightly Off,13.59508553,1,2,0,Good,Evening,Blazer,57.69919186,24.53203663,6.33,4,0
Cotton,42.01937988,3.7824737,36.045691,0,99.55892719,28.65,1,Slightly Off,13.38600334,0,5,1,Wet,Night,Jeans,73.60169371,27.54787495,5.24,2,0
